Unnamed: 0,Region,City,City_code
39,шида-картли,гори,c10284
274,самцхе-джавахети,ахалкалаки,c28368
276,самцхе-джавахети,ахалцихе,c39849
279,гурия,уреки,c71110
280,автономная республика аджария,батуми,c10278
307,самегрело и земо-сванети,зугдиди,c44113
308,самегрело и земо-сванети,поти,c10283
313,мцхета-мтианети,тбилиси,c10277
314,мцхета-мтианети,степанцминда,c71117
316,мцхета-мтианети,гудаури,c29862
320,квемо-картли,рустави,c10285
325,имеретия,кутаиси,c10279
338,гехаркуник,севан,c10263
351,армавир,армавир,c10257
385,ширак,гюмри,c10259
415,лори,алаверди,c41344
417,лори,спитак,c41346
418,лори,ванадзор,c10258
425,ереван,ереван,c10262
497,котайк,чаренцаван,c41354
510,котайк,раздан,c28100
516,тавуш,ноемберян,c41362
518,тавуш,иджеван,c28102
522,тавуш,дилижан,c10261
527,габалинский район,габала,c29694
692,ленкоранский район,ленкорань,c26969
693,кубинский район,куба,c29711
694,нахичеванская автономная республика,нахичевань,c22200
696,хачмасский район,хачмас,c29727
697,шабранский район,шабран,c29731
762,кайо,сан-игнасио,c28001
764,кайо,бельмопан,c24387
922,пльзенский край,пльзень,c28204
925,высочина,гумполец,c30925
926,высочина,пельгржимов,c30936
927,высочина,йиглава,c30919
929,среднечешский край,колин,c30416
931,среднечешский край,кладно,c30415
933,среднечешский край,бероун,c30400
934,среднечешский край,мельник,c30424
935,среднечешский край,млада-болеслав,c30426
936,среднечешский край,брандис-над-лабем-стара-болеслав,c30401
937,среднечешский край,подебрады,c30437
938,среднечешский край,нератовице,c30430
941,южноморавский край,брно,c10509
947,южноморавский край,зноймо,c30844
948,злинский край,угерске-градиште,c30903
950,краловеградецкий край,наход,c30674
951,краловеградецкий край,градец-кралове,c30664
953,пардубицкий край,свитавы,c30732
954,пардубицкий край,пардубице,c23359
958,пардубицкий край,высоке мыто,c30718
959,оломоуцкий край,оломоуц,c26443
962,оломоуцкий край,простеёв,c30777
963,оломоуцкий край,границе,c30768
965,моравскосилезский край,хотебуз,c30813
966,моравскосилезский край,острава,c22304
973,моравскосилезский край,карвина,c30795
974,моравскосилезский край,пршибор,c30804
975,моравскосилезский край,богумин,c41496
976,моравскосилезский край,фридек-мистек,c30810
977,моравскосилезский край,чески тешин,c30815
979,моравскосилезский край,тршинец,c30808
980,южночешский край,писек,c30512
981,южночешский край,табор,c30521
983,южночешский край,ческе-будеёвице,c30526
985,карловарский край,марианске-лазне,c21613
986,карловарский край,карловы вары,c10510
989,карловарский край,хеб,c30562
990,карловарский край,соколов,c30557
993,устецкий край,усти-над-лабем,c30572
994,устецкий край,мост,c30591
995,устецкий край,лоуни,c30590
997,либерецкий край,яблонец-над-нисоу,c30642
998,либерецкий край,турнов,c30636
999,либерецкий край,либерец,c30623
1478,северные эгейские острова,митилини,c23386
1480,ионические острова,кефалиния,c22294
1481,ионические острова,керкира,c22256
1482,ионические острова,закинтос,c22315
1483,южные эгейские острова,кос,c22261
1485,южные эгейские острова,тира,c22324
1486,южные эгейские острова,родос,c10423
1488,южные эгейские острова,кастелоризо,c29523
1489,южные эгейские острова,карпатос,c22316
1490,южные эгейские острова,парос,c21237
1491,пелопоннес,каламата,c26937
1492,западная греция,патры,c23371
1495,фессалия,волос,c26689
1496,фессалия,трикала,c39352
1497,фессалия,ларисса,c31653
1498,западная македония,кастория,c10420
1499,западная македония,козани,c31654
1500,восточная македония и фракия,александруполис,c26730
1502,восточная македония и фракия,комотини,c28241
1503,восточная македония и фракия,ксанти,c34556
1504,восточная македония и фракия,кавала,c22301
1506,восточная македония и фракия,драма,c37425
1507,эпир,янина,c28243
1508,эпир,превеза,c22306
1599,аттика,афины,c10418
1605,аттика,китира,c29526
1606,центральная греция,скирос,c34406
1607,центральная греция,ламия,c31650
1609,центральная македония,салоники,c10424
1613,центральная македония,катерини,c37423
1614,центральная македония,серре,c34554
1615,крит,ираклион,c10419
1616,крит,ситиа,c29527
1617,крит,ханья,c22291
1618,департамент альто-парана,сьюдад-дель-эсте,c36575
1630,департамент бокерон,филадельфия,c29029
1631,департамент консепсьон,консепсьон,c28909
1632,столичный округ,асунсьон,c20994
1732,псковская область,новая уситва,c54722
1733,псковская область,селихново,c54783
1734,псковская область,заклинье,c54848
1735,псковская область,пушкинские горы,c21046
1746,псковская область,плесна,c54905
1747,псковская область,хилово,c54762
1748,псковская область,опочка,c20633
1755,псковская область,боровичи,c68814
1756,псковская область,лютые болоты,c54751
1757,псковская область,плюсса,c21659
1761,псковская область,гдов,c20583
1764,псковская область,пустошка,c20585
1774,псковская область,хредино,c54826
1775,псковская область,исса,c54801
1776,псковская область,волышово,c85141
1778,псковская область,чихачево,c54624
1779,псковская область,бельское устье,c54740
1780,псковская область,гверздонь,c54768
1781,псковская область,верхолино,c54767
4501,псковская область,заречье,c54690
4502,псковская область,палкино,c22489
4503,псковская область,чернево,c54912
4504,псковская область,бежаницы,c10927
4507,псковская область,кунья,c22488
4509,псковская область,красногородск,c26296
4511,псковская область,опухлики,c54673
4512,псковская область,дно,c10929
4521,псковская область,великие луки,c10928
4531,псковская область,забелье,c54792
4534,псковская область,искра,c54849
4535,псковская область,шалахово,c54795
4536,псковская область,грибули,c54718
4537,псковская область,новоржев,c20582
4539,псковская область,велье,c54799
4540,псковская область,карамышево,c85328
4543,псковская область,крупп,c54838
4544,псковская область,порхов,c20623
4550,псковская область,остров,c20641
4559,псковская область,островцы,c43525
4560,псковская область,добручи,c43524
4561,псковская область,эпимахово,c54817
4563,псковская область,тямша,c43520
4564,псковская область,мостище,c54813
4565,псковская область,изборск,c43522
4566,псковская область,невель,c20681
4574,псковская область,псков,c25
4622,псковская область,идрица,c21662
4630,псковская область,дедовичи,c21663
4632,псковская область,струги-красные,c21660
4636,псковская область,пыталово,c21661
4642,псковская область,черпесса,c54899
4643,псковская область,лудони,c68836
4644,псковская область,локня,c21664
4646,псковская область,славковичи,c54759
4650,псковская область,кудеверь,c54617
4651,псковская область,себеж,c10932
4658,псковская область,новосокольники,c10930
4663,псковская область,печоры,c10931
4668,псковская область,заборовье,c54871
4669,псковская область,усвяты,c22491
4674,псковская область,ямм,c22492
4683,тамбовская область,сосновка,c22678
4688,тамбовская область,бондари,c22679
4690,тамбовская область,новоюрьево,c52958
4693,тамбовская область,подгорное,c52959
4695,тамбовская область,татаново,c53128
4696,тамбовская область,волчки,c53046
4697,тамбовская область,селезни,c53124
4698,тамбовская область,шмаровка,c52950
4699,тамбовская область,шульгино,c52951
4700,тамбовская область,новиково,c52957
4701,тамбовская область,вишневое,c52954
4703,тамбовская область,первомайский,c22677
4708,тамбовская область,донское,c43002
4709,тамбовская область,заворонежское,c43000
4710,тамбовская область,стрельцы,c43007
4711,тамбовская область,новая ляда,c43004
4714,тамбовская область,покрово-пригородное,c43005
4715,тамбовская область,моршанск,c20696
4723,тамбовская область,хоботово,c52831
4724,тамбовская область,большая дорога,c52952
4726,тамбовская область,красивка,c52839
4727,тамбовская область,коптево,c52853
4728,тамбовская область,сампур,c52893
4729,тамбовская область,карай-пущино,c53030
4730,тамбовская область,первомайское,c52890
4731,тамбовская область,эксталь,c53133
4732,тамбовская область,черняное,c53132
4733,тамбовская область,глазок,c53136
4734,тамбовская область,новосельцево,c53122
4735,тамбовская область,мезинец,c52955
4736,тамбовская область,петровское,c23391
4740,тамбовская область,мордово,c22683
4745,тамбовская область,озерки,c52807
4746,тамбовская область,покрово-марфино,c53022
4747,тамбовская область,афанасьевка,c52865
4748,тамбовская область,татарщино,c52862
4749,тамбовская область,телешовка,c52863
4750,тамбовская область,саюкино,c52861
4751,тамбовская область,ранино,c53149
4752,тамбовская область,новое тарбеево,c53146
4753,тамбовская область,токаревка,c22690
4755,тамбовская область,умёт,c22691
4757,тамбовская область,поселок им. 2-й пятилетки,c65884
4758,тамбовская область,изосимово,c53140
4759,тамбовская область,красивое,c53141
4760,тамбовская область,мичуринск,c10803
4775,тамбовская область,иловай-рождественское,c52817
4776,тамбовская область,иловай-дмитриевское,c52816
4777,тамбовская область,кариан,c53018
4778,тамбовская область,староюрьево,c22689
4789,тамбовская область,сатинка,c22688
4790,тамбовская область,кирсанов,c20700
4795,тамбовская область,рассказово,c20701
4799,тамбовская область,серповое,c53093
4800,тамбовская область,дмитриевка,c22681
4807,тамбовская область,гавриловка,c22680
4808,тамбовская область,ярок,c53157
4809,тамбовская область,инжавино,c22682
4811,тамбовская область,мучкапский,c22684
4815,тамбовская область,ржакса,c22687
4818,тамбовская область,старое тарбеево,c53152
4819,тамбовская область,старотомниково,c53095
4820,тамбовская область,жердевка,c20661
4825,тамбовская область,уварово,c20663
4830,тамбовская область,котовск,c20265
4834,тамбовская область,верхнее чуево,c52912
4835,тамбовская область,арбеньевка,c52784
4836,тамбовская область,ольшанка,c52919
4837,тамбовская область,рамза,c53168
4838,тамбовская область,марусино,c53082
4839,тамбовская область,парский угол,c53086
4840,тамбовская область,рымарево,c52776
4841,тамбовская область,кобяки,c53162
4842,тамбовская область,ленинское,c53164
4843,тамбовская область,марьинка,c53165
5469,тамбовская область,спасское,c52962
5471,тамбовская область,дегтянка,c52969
5472,тамбовская область,пичаево,c22686
5473,тамбовская область,кочетовка,c52902
5474,тамбовская область,тамбов,c13
5500,тамбовская область,козьмодемьяновка,c52760
5501,тамбовская область,знаменка,c26282
5507,тамбовская область,верхнее нащекино,c52999
5508,тамбовская область,челнаво-покровское,c52996
5510,тамбовская область,чекмари,c52995
5511,тамбовская область,федоровка,c52993
5512,тамбовская область,третьи левые ламки,c52990
5513,тамбовская область,борисовка,c52936
5514,тамбовская область,кужное,c52939
5515,тамбовская область,зеленый гай,c53139
5516,тамбовская область,глуховка,c52758
5517,тамбовская область,булыгино,c52756
5518,тамбовская область,нижнеспасское,c52855
5519,тамбовская область,стежки,c52989
5520,тамбовская область,керша,c52852
5521,тамбовская область,дмитриевщина,c52851
5522,тамбовская область,правые ламки,c52984
5523,тамбовская область,подлесное,c52982
5524,тамбовская область,горелое,c53110
5525,тамбовская область,бокино,c42994
5526,тамбовская область,красносвободное,c53115
5529,тамбовская область,лысые горы,c53118
5530,тамбовская область,терское,c53155
5531,тамбовская область,старосеславино,c52827
5532,тамбовская область,степанищево,c52828
5533,томская область,александровское,c11347
5534,томская область,кедровый,c11348
5535,томская область,колпашево,c11349
5539,томская область,кривошеино,c22555
5540,томская область,рыбалово,c62183
5541,томская область,мельниково,c22557
5542,томская область,молчаново,c22556
5543,томская область,парабель,c22551
5544,томская область,зырянское,c22553
5545,томская область,первомайское,c22552
5546,томская область,киндал,c62081
5547,томская область,зоркальцево,c43906
5548,томская область,новоюгино,c62085
5549,томская область,асино,c20658
5815,томская область,подгорное,c21673
5816,томская область,бакчар,c21672
5817,томская область,каргасок,c21675
5820,томская область,белый яр,c21674
5823,томская область,тегульдет,c21677
5824,томская область,сосновка,c62088
5825,томская область,богашёво,c42201
5826,томская область,стрежевой,c11352
5830,томская область,суйга,c62134
5831,томская область,александровское,c70248
5834,томская область,вознесенка,c62191
5835,томская область,малиновка,c62099
5836,томская область,староюгино,c62091
5837,томская область,тымск,c62092
5838,томская область,усть-тым,c62093
5839,томская область,могочино,c62131
5840,томская область,сулзат,c62135
5841,томская область,кожевниково,c22554
5843,томская область,томск,c67
5866,томская область,батурино,c85177
5867,томская область,озерное,c62116
5868,томская область,назино,c62032
5869,томская область,моряковский затон,c62176
5870,томская область,лукашкин яр,c62031
5871,томская область,лоскутово,c62172
5872,томская область,октябрьский,c62034
5873,томская область,вертикос,c62079
5874,республика бурятия,бар,c70242
5875,республика бурятия,новая брянь,c64328
5876,республика бурятия,новосретенка,c64419
5877,республика бурятия,селендума,c64380
5878,республика бурятия,татарский ключ,c64329
5879,республика бурятия,кабанск,c24492
5880,республика бурятия,курумкан,c24493
5882,республика бурятия,илька,c64326
5884,республика бурятия,горячинск,c24491
5885,республика бурятия,селенгинск,c11328
5889,республика бурятия,баянгол,c64298
5890,республика бурятия,кика,c64359
5891,республика бурятия,хоринск,c26322
5892,республика бурятия,джида,c21818
5893,республика бурятия,турунтаево,c26320
5895,республика бурятия,тарбагатай,c26321
5896,республика бурятия,нижнеангарск,c21815
5899,республика бурятия,калиновка,c64428
5900,республика бурятия,бабушкин,c21816
5903,республика бурятия,кижинга,c26317
5904,республика бурятия,петропавловка,c26315
5905,республика бурятия,гусиноозерск,c11326
5908,республика бурятия,северобайкальск,c11327
5912,республика бурятия,никольск,c64429
5913,республика бурятия,багдарин,c26372
6213,республика бурятия,поселье,c64421
6214,республика бурятия,бичура,c26314
6215,республика бурятия,оймур,c64398
6216,республика бурятия,зырянск,c64358
6217,республика бурятия,гремячинск,c24490
6219,республика бурятия,верхние тальцы,c64388
6220,республика бурятия,гусиное озеро,c64373
6221,республика бурятия,бараты,c64372
6222,республика бурятия,жемчуг,c64440
6223,республика бурятия,тунка,c64443
6224,республика бурятия,монды,c64442
6225,республика бурятия,кырен,c24489
6227,республика бурятия,аршан,c24488
6229,республика бурятия,цолга,c70243
6230,республика бурятия,алтачей,c70241
6231,республика бурятия,улюн,c64302
6232,республика бурятия,горхон,c64325
6233,республика бурятия,таксимо,c21828
6235,республика бурятия,северомуйск,c21829
6237,республика бурятия,закаменск,c20081
6238,республика бурятия,выдрино,c42345
6241,республика бурятия,удинск,c64391
6242,республика бурятия,максимиха,c64300
6243,республика бурятия,орлик,c26319
6245,республика бурятия,мухоршибирь,c26318
6247,республика бурятия,усть-баргузин,c21820
6250,республика бурятия,баргузин,c21821
6252,республика бурятия,ильинка,c21822
6256,республика бурятия,онохой,c21823
6260,республика бурятия,заиграево,c21824
6262,республика бурятия,новоильинск,c21825
6264,республика бурятия,сосново-озерское,c21826
6265,республика бурятия,новый уоян,c21827
6266,республика бурятия,саган-нур,c26469
6267,республика бурятия,шибертуй,c64425
6268,республика бурятия,буй,c64414
6269,республика бурятия,хонхолой,c64434
6270,республика бурятия,шаралдай,c64435
6271,республика бурятия,малый куналей,c64418
6272,республика бурятия,десятниково,c64437
6273,республика бурятия,новый заган,c64430
6274,республика бурятия,улан-удэ,c198
6290,республика бурятия,барагхан,c64342
6291,республика бурятия,клюевка,c64396
6292,республика бурятия,кичера,c64368
6293,республика бурятия,танхой,c64402
6294,республика бурятия,кяхта,c20082
6295,республика бурятия,сотниково,c42342
6296,республика бурятия,турка,c21819
6298,республика бурятия,наушки,c64348
6300,республика бурятия,харашибирь,c64433
6301,республика бурятия,мостовка,c64360
6302,республика бурятия,нестерово,c64361
6303,республика бурятия,таловка,c64363
6305,владимирская область,сельцо,c85078
6309,владимирская область,костерёво,c26368
6323,владимирская область,курлово,c24450
6327,владимирская область,якиманская слобода,c49434
6328,владимирская область,юрьев-польский,c20757
6353,владимирская область,добрынское,c85388
6355,владимирская область,вязники,c10659
6369,владимирская область,красный маяк,c49221
6370,владимирская область,малыгино,c49223
6374,владимирская область,балакирево,c10657
6379,владимирская область,александров,c10656
6408,владимирская область,первомайский,c49226
6410,владимирская область,поздняково,c85047
6412,владимирская область,серково (стёпанцевское с.п.),c85048
6413,владимирская область,мезиновский,c49371
6414,владимирская область,кузнецы,c85440
6417,владимирская область,новый быт,c85441
6421,владимирская область,чертково,c85442
6426,владимирская область,лукново,c49403
6430,владимирская область,октябрьский,c49407
6433,владимирская область,новоалександрово,c49390
6435,владимирская область,порецкое,c49392
6436,владимирская область,сновицы,c49393
6441,владимирская область,торчино,c49395
6443,владимирская область,сергеево,c85050
6445,владимирская область,степанцево,c49417
6448,владимирская область,станки,c49416
6450,владимирская область,серково (октябрьское с.п.),c49415
6451,владимирская область,липна,c45137
6456,владимирская область,лакинск,c22340
6475,владимирская область,покров,c22341
6494,владимирская область,струнино,c22342
6504,владимирская область,болдино,c45138
6506,владимирская область,новое аннино,c45139
6508,владимирская область,чудиново,c49418
6510,владимирская область,ефремово,c85400
6512,владимирская область,копнино,c49246
6514,владимирская область,радужный,c20678
6525,владимирская область,цибеево,c85402
6527,владимирская область,гусь-хрустальный,c10661
6550,владимирская область,бутылицы,c49325
6551,владимирская область,пенкино,c49321
6552,владимирская область,архангел,c49323
6553,владимирская область,оргтруд,c64628
6555,владимирская область,гавриловское,c85403
6557,владимирская область,борисовское,c49382
6559,владимирская область,лемешки,c64627
6561,владимирская область,уршельский,c49380
6566,владимирская область,андреевское,c72869
6568,владимирская область,березники,c49255
6571,владимирская область,владимир,c192
6715,владимирская область,вышманово,c49257
6716,владимирская область,волосово,c49256
6717,владимирская область,ельтесуново,c49259
6719,владимирская область,сенинские дворики,c24171
6720,владимирская область,новки,c49319
6721,владимирская область,болотский,c85424
6723,владимирская область,красный богатырь,c85425
6726,владимирская область,ликино,c85422
6731,владимирская область,тюрмеровка,c85423
6733,владимирская область,лунёво,c85353
6736,владимирская область,фоминки,c49313
6738,владимирская область,чулково,c49314
6739,владимирская область,лаврово,c85428
6741,владимирская область,вяткино,c45296
6744,владимирская область,барыкино (ильинское с.п.),c73005
6745,владимирская область,иваново,c85333
6750,владимирская область,быкасово,c67734
6752,владимирская область,павловское,c42728
6753,владимирская область,судогда,c20629
6774,владимирская область,елькино,c72871
6776,владимирская область,андреевское,c72870
6778,владимирская область,ковардицы,c85439
6782,владимирская область,красный октябрь,c42726
6783,владимирская область,мелехово,c42727
6792,владимирская область,новосёлка (раздольевское с.п.),c73003
8143,владимирская область,энергетик,c49267
8145,владимирская область,булатниково,c85437
8147,владимирская область,кишлеево,c49262
8149,владимирская область,переложниково,c85435
8151,владимирская область,вольгинский,c26290
8154,владимирская область,драчёво,c85436
8156,владимирская область,мележи,c34395
8157,владимирская область,жуклино,c34390
8159,владимирская область,искра,c34391
8160,владимирская область,красное пламя,c34392
8162,владимирская область,лисавы,c34393
8164,владимирская область,бараки,c42737
8169,владимирская область,андреево,c42736
8173,владимирская область,колокша,c42734
8176,владимирская область,ворша,c42733
8178,владимирская область,мостострой,c64989
8181,владимирская область,головино,c42731
8186,владимирская область,вековка,c22339
8188,владимирская область,ставрово,c22338
8196,владимирская область,труд,c85971
8198,владимирская область,чамерево,c49278
8199,владимирская область,костино,c45140
8201,владимирская область,нечаевская,c49374
8205,владимирская область,красный куст,c49273
8207,владимирская область,карабаново,c28798
8219,владимирская область,анкудиново,c45136
8221,владимирская область,мошок,c49275
8223,владимирская область,зимёнки,c85438
8225,владимирская область,камешково,c10662
8229,владимирская область,киржач,c10663
8241,владимирская область,гороховец,c10660
8265,владимирская область,данилково,c34388
8267,владимирская область,красная горбатка,c10666
8279,владимирская область,меленки,c10667
8282,владимирская область,ковров,c10664
8297,владимирская область,кольчугино,c10665
8349,владимирская область,муром,c10668
8362,владимирская область,петушки,c10669
8387,владимирская область,смолино,c67718
8389,владимирская область,барыкино (есиплевское с.п.),c73004
8390,владимирская область,поселок станции мстера,c65567
8395,владимирская область,кипрево,c49296
8399,владимирская область,великодворский,c42746
8401,владимирская область,боголюбово,c42747
8407,владимирская область,поселок им. карла маркса,c65563
8408,владимирская область,новосёлка (есиплевское с.п.),c73002
8409,владимирская область,садовый,c42748
8411,владимирская область,нерехта,c67716
8412,владимирская область,имени воровского,c67728
8414,владимирская область,новая,c85426
8416,владимирская область,золотково,c49365
8417,владимирская область,бег,c85427
8419,владимирская область,суздаль,c10671
8429,владимирская область,собинка,c10670
8445,владимирская область,фёдоровское,c85418
8447,владимирская область,никологоры,c42750
8451,владимирская область,муромцево,c85421
8457,владимирская область,старое перепечино,c39663
8460,владимирская область,тельвяково,c39820
8463,владимирская область,красный луч,c39667
8465,владимирская область,санино,c39666
8467,владимирская область,глубоково,c39665
8469,владимирская область,городищи,c39664
8478,владимирская область,каменка,c85393
8479,владимирская область,лухтоново,c40759
8481,владимирская область,пестенькино,c49429
8482,владимирская область,следнево,c49355
8483,владимирская область,дмитриевская слобода,c49423
8484,владимирская область,эдон,c49420
8487,владимирская область,киржач,c39740
8489,владимирская область,добрынское,c85392
8490,владимирская область,травинино,c85429
8492,мурманская область,островной,c22140
8493,мурманская область,ловозеро,c22141
8494,мурманская область,никель,c22146
8496,мурманская область,туманный,c22147
8497,мурманская область,верхнетуломский,c22144
8498,мурманская область,умба,c22145
8499,мурманская область,видяево,c22148
8500,мурманская область,сосновка,c66116
8501,мурманская область,чапома,c66119
8655,мурманская область,тетрино,c54983
8656,мурманская область,сафоново,c43867
8657,мурманская область,полярный,c20157
8660,мурманская область,полярные зори,c20156
8663,мурманская область,оленегорск,c20155
8667,мурманская область,кола,c20154
8674,мурманская область,ковдор,c20153
8676,мурманская область,кировск,c20152
8678,мурманская область,заполярный,c20151
8680,мурманская область,печенга,c10900
8682,мурманская область,ревда,c85994
8683,мурманская область,мишуково,c26580
8684,мурманская область,зареченск,c26581
8685,мурманская область,мурманск,c23
8721,мурманская область,снежногорск,c10899
8722,мурманская область,североморск,c10898
8727,мурманская область,кандалакша,c10895
8730,мурманская область,апатиты,c10894
8737,мурманская область,мончегорск,c10896
8740,мурманская область,гаджиево,c21665
8742,мурманская область,териберка,c10901
8744,мурманская область,килпъявр,c39491
8745,мурманская область,заозерск,c20150
8746,алтайский край,быстрый исток,c22579
8747,алтайский край,бурла,c22578
8749,алтайский край,баево,c22577
8750,алтайский край,алтайское,c22576
8752,алтайский край,половинка,c62846
8753,алтайский край,самарка,c62841
8754,алтайский край,ракиты,c62840
8755,алтайский край,бураново,c62626
8756,алтайский край,шубенка,c62624
8757,алтайский край,плешково,c62622
8758,алтайский край,новая чемровка,c62621
8762,алтайский край,мирный,c62620
8764,алтайский край,красный яр,c62491
8765,алтайский край,залесово,c22584
8767,алтайский край,троицкое,c11254
8770,алтайский край,усть-калманка,c11255
8772,алтайский край,родино,c11250
8774,алтайский край,рубцовск,c11251
8782,алтайский край,славгород,c11252
8784,алтайский край,тальменка,c11253
8788,алтайский край,марушка,c63066
8789,алтайский край,рассказиха,c62799
8791,алтайский край,златополь,c62704
8792,алтайский край,акутиха,c62549
8793,алтайский край,веселоярск,c62831
8796,алтайский край,новониколаевка,c62836
8797,алтайский край,половинкино,c62839
8798,алтайский край,бобровка,c62788
8800,алтайский край,ребриха,c11249
8803,алтайский край,поспелиха,c11248
8806,алтайский край,кулунда,c11243
8808,алтайский край,камень-на-оби,c11242
8810,алтайский край,красный боец,c85055
8812,алтайский край,заринск,c11240
8817,алтайский край,павловск,c11247
8819,алтайский край,новоалтайск,c11246
8829,алтайский край,михайловское,c11245
8830,алтайский край,мамонтово,c11244
8831,алтайский край,верх-озерное,c62551
8832,алтайский край,усть-ануй,c62555
8833,алтайский край,колывань,c62713
8834,алтайский край,ельцовка,c22582
8836,алтайский край,завьялово,c22583
8837,алтайский край,волчиха,c22580
8838,алтайский край,новоегорьевское,c22581
8839,алтайский край,калманка,c22586
8841,алтайский край,ключи,c22587
8842,алтайский край,нижняя петровка,c62795
8843,алтайский край,бобково,c62829
8844,алтайский край,косиха,c22588
8845,алтайский край,красногорское,c22589
8846,алтайский край,воеводское,c63063
8847,алтайский край,верх-марушка,c63061
8848,алтайский край,коротояк,c62961
8849,алтайский край,благовещенка,c11238
8851,алтайский край,горняк,c11239
8853,алтайский край,белокуриха,c11236
8855,алтайский край,алейск,c11234
8859,алтайский край,кокши,c42242
8860,алтайский край,барнаул,c197
8875,алтайский край,березовка,c62670
8876,алтайский край,соусканиха,c62678
8877,алтайский край,целинное,c22612
8878,алтайский край,краснощеково,c22590
8879,алтайский край,кытманово,c22593
8880,алтайский край,курья,c22592
8881,алтайский край,новичиха,c22595
8882,алтайский край,гальбштадт,c22594
8883,алтайский край,петропавловское,c22597
8884,алтайский край,панкрушиха,c22596
8886,алтайский край,смоленское,c22599
8887,алтайский край,романово,c22598
8888,алтайский край,сухая чемровка,c63070
8889,алтайский край,шалап,c63072
8890,алтайский край,сибирский,c21697
8891,алтайский край,верх-бехтемир,c67247
8892,алтайский край,глубокое,c62581
8893,алтайский край,урожайное,c62849
8894,алтайский край,стан-бехтемир,c67248
8896,алтайский край,шипуново,c21698
8899,алтайский край,енисейское,c42232
8900,алтайский край,малоенисейское,c42233
8901,алтайский край,октябрьский,c42231
8902,алтайский край,бочкари,c42245
8903,алтайский край,первомайское,c42234
8904,алтайский край,степное озеро,c42235
8906,алтайский край,бийск,c975
9758,алтайский край,солонешное,c22601
9759,алтайский край,советское,c22600
9760,алтайский край,соловьиха,c62808
9761,алтайский край,тогул,c22605
9762,алтайский край,табуны,c22604
9764,алтайский край,тюменцево,c22607
9766,алтайский край,топчиха,c22606
9768,алтайский край,усть-чарышская пристань,c22609
9769,алтайский край,угловское,c22608
9770,алтайский край,змеиногорск,c11241
9771,алтайский край,верх-обский,c63046
9772,алтайский край,макарьевка,c62674
9773,алтайский край,калистратиха,c62628
9774,алтайский край,сузоп,c62862
9775,алтайский край,михайловка,c20722
9776,алтайский край,точильное,c63053
9777,алтайский край,новотырышкино,c63051
9779,алтайский край,малиновое озеро,c39563
